Listing Number	Street Number	Street Number Modifier	Street Direction	Street Name	Street Suffix	Street Post Direction	Unit	City	State	Agent Only Remarks	Taxes Annual	APN	Appliances That Stay	Architecture Desc	Area	Basement	Bathrooms	Bedrooms	Builder	Building Condition	Building Information	Bus Line Nearby	BBC Comments	Commission	Contingent Date	County	Current Price	Directions	CDOM	DOM	Entry Date	Energy Source	Exterior	Financing	Finished Sqft	Fireplaces Total	Floor Covering	Foundation	Heating Cooling Type	Inactive Date	Interior Features	Matrix Modified DT	Last Price Change Date	Leased Equipment	Legal Description	Listing Agent ID	Listing Agent Full Name	Listing Agent Cellular	Co Listing Agent ID	Co Listing Agent Full Name	Co Listing Agent Cellular	Co Listing Office ID	Co Listing Office Name	Co Listing Office Phone	Co Selling Office Name	Co Selling Office Phone	Listing Date	Listing Office ID	Listing Office Name	Listing Office Phone	Listing Price	Lot Details	Lot Dimensions	Lot Measurement	Lot Number	Lot SqFt	Lot Topography	Manu. Home Manufacturer	Manu. Home Model No.	Manu. Home Serial No.	Map Book	Map X Coordinate	Map Y Coordinate	Map Page	Marketing Remarks	New Construction State	Occupant Name	Occupant Type	Original Price	Owner Name	Owner Name 2	Owners City State	Parking Type	Pending Date	Phone to Show Number	Photographer Instructions	Picture Provided By	Photo Count	Pool Type	Possession	Potential Terms	Power Company	Preliminary Title Ordered	Property Sub Type	Publish to Internet	Roof	School District	Selling Date	Selling Agent ID	Selling Agent Full Name	Selling Agent Cellular	Selling Office ID	Selling Office Name	Selling Office Phone	Selling Price	Senior Exemption	Sewer Company	Sewer Type	Show Addressto Public	Show Map Link	Showing Information	Showing Instructions	Site Features	Square Footage Source	Square Footage	Contractual Date	Status	Style Code	Subdivision	Tax Year	Parking Covered Total	Total Useable Rooms	Square Footage Unfinished	View	Virtual Tour URL	Water Company	Water Heater Location	Water Heater Type	Water	Waterfront	Waterfront Footage	Year Built	Zip Code	Bank or REO	Third Party Approval Required	Status Change Date	Association Dues	Building Complex Or Project Name	Sale Type 
1668751	13007			158th	St Ct	E		Puyallup	WA	Puget Sound Title, Dana McCollum. 1 hour notice, seller works nights too. COMPLETE COVID FORM in DOCS. Deck to be painted when not raining; Ring/Flood Light go with seller. Need flexible closing/possible rent back.  Buyer got cold feet after 8 hours!	$3455.00	602287-002-0	Dishwasher(s), Dryer(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	3		Good	Detached			2.5		Pierce	$357000.00	Meridian (161) to 176th continue east becomes Sunrise BLVD follow to 130th Ave. E, left, then right. Second home on left.	7	7	9/25/2020 12:07:53 PM	Natural Gas	Cement Planked	FHA	1576	1	Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Walk-in Closet	11/10/2020 5:30:25 PM	11/10/2020 5:30:25 PM			47513	Sarah Waring										9/25/2020 12:00:00 AM	905	John L. Scott, Inc.	(253) 841-7000	$350000.00					4441									Sunrise area home - move in ready for you! Great location close to all amenities, walking distance to community park and in Puyallup school district. Features open concept kitchen, dining and great room with cozy gas fireplace. Upstairs you'll find 3 generous sized bedrooms and convenient laundry. Garage is finished and painted. Carpet and furnace are just a couple years old. Outside features a generous sized deck.		Fernanda & Anthony	Owner	$350000.00	Anthony S Marquez	Fernanda Juarez Marquez	Puyallup, WA	Garage-Attached	10/3/2020 12:00:00 AM	(253) 377-8713			28		Closing, See Remarks	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	11/10/2020 12:00:00 AM	69834	Matthew Harber	(253) 682-6362	9271	Keller Williams Tacoma	(253) 460-8640	$357000.00	False	Pierce County	Sewer Connected	True	True	Appointment, MLS Keybox, See Remarks, ShowingTime		Cable TV, Deck	realist	1576	11/10/2020 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2020	2		0		https://my.matterport.com/show/?m=hvd1W1VwxJT	TPU	Garage	Gas	Public			2001	98374	False	None	2020-11-10	56	North Pointe	MLS
1593377	12718			159th	St	E		Puyallup	WA	Vacant, use ShowingTime only. Please fill out attached covid-19 visitor registration and email to me. Follow Covid-19 showing procedures. Use supplied latex gloves & shoe covers. Please use First American Title and Escrow, Rachel Major.	$3165.00	602287-047-0	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven	Contemporary	88 - Puyallup	None	2.5	3		Good	Built On Lot			2.5%		Pierce	$331500.00	From Meridian East, go East on 152nd. Turn right on 122nd st. Left on Sunrise Parkway East, then right on 130th, turn right on 158th and right on 159th. House on left side.	2	2	4/24/2020 4:40:32 PM	Electric, Natural Gas	Cement Planked, Wood Products	FHA	1394	0	Bamboo/Cork, Vinyl, Wall to Wall Carpet	Poured Concrete	Ductless HP-Mini Split, Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Dining Room	1/4/2021 2:16:53 PM	6/2/2020 7:08:48 PM			105607	Michael Cranstoun	(206) 498-5471							PNW Towns and Sound	(253) 503-3036	4/24/2020 12:00:00 AM	3337	John L. Scott, Inc.	(253) 859-8500	$325000.00	Curbs, Dead End Street, Paved Street, Sidewalk				3968	Partial Slope, Wooded								This spacious house in the Sunrise area of Puyallup backs up to a greenbelt for quiet living on a dead end street. Light and bright throughout with bamboo floors on the main floor. This home really shines with new carpet and interior paint throughout plus a fresh new coat of exterior paint. One bay of the garage is set up as a greenhouse to grow your own vegetables year round. Come and have a look!		Vacant	Vacant	$325000.00	Jose Gomez	Colleen Gomez	Puyallup, WA	Garage-Attached	4/26/2020 12:00:00 AM	(000) 000-0000			19		Closing	Cash Out, Conventional, FHA, State Bond		True	Residential	True	Composition	Puyallup	6/2/2020 12:00:00 AM	100420	Dottie Hoagland	(253) 640-8387	5878	PNW Towns and Sound	(253) 503-3036	$331500.00	False		Sewer Connected	True	True	Appointment, MLS Keybox, See Remarks, ShowingTime, Vacant		Cable TV, Fenced-Partially, High Speed Internet	County	1394	6/2/2020 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2020	2		0	Territorial			Garage	Gas	Public			2000	98374	False	None	2020-06-02	50		MLS
1436458	13013			159th	St	E		Puyallup	WA	Prelim Title at Attorney's Title with Gayle Mackenzie. Buyer and Agent to verify all information.	$3371.00	602287-081-0	Range/Oven, Refrigerator(s)		88 - Puyallup	None	2.5	3			Built On Lot	False	thank you for showing	2.5		Pierce	$329000.00	From Meridian, Head East on 152nd St, South on 122nd Ave, Left into Sunrise Parkway, Right on 130th Ave into North Pointe (Cambria), Left on 158th, Right on 131st, Right on 159th to home on Right.	12	12	4/10/2019 12:27:57 PM	Electric, Natural Gas	Cement Planked, Wood, Wood Products	VA	1576	1	See Remarks, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Dbl Pane/Storm Windw, Walk-in Closet	5/31/2019 2:12:30 PM	5/31/2019 2:12:30 PM			91735	Tania Lopez	(253) 548-7057									4/10/2019 12:00:00 AM	9385	Keller Williams Realty	(253) 848-5304	$314999.00	Curbs, Paved Street, Secluded	46x76x38x35x9x105		81	5103	Garden Space, Level								Amazing remodeled 3 Bed/2.5 Bath in Desired Comunity of Sunrise! Featuring Vaulted Ceilings In Entry, Open Concept Kitchen w/SS Appliances, New Cabinets, w/ Granite Counters & Eat-In Bar. New Laminate Floors & Carpeting Upstairs. Huge Master-Suite w/Walk-In Closet. New Interior/Exterior Paint. New furnace, New Water Heather, Fenced Yard for your Fur Friends. It is just like a Brand New Home!  Close to JBLM, & Amazing Walking Trails, Parks, Amenities, Restaurants,  & the Great  Puyallup Schools!		Mr. Vacant	Vacant	$314999.00	El Patron Rosales, LLC		Tacoma, WA	Garage-Attached	5/2/2019 12:00:00 AM	(253) 548-7057			25		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	5/31/2019 12:00:00 AM	119441	Christian Perkins	(253) 468-5228	9239	Gateway Real Estate	(253) 904-1500	$329000.00	False	Pierce County	Sewer Connected	True	True	Call Listing Office, MLS Keybox, Vacant		Fenced-Fully, Gas Available, Patio	Realist	1576	5/31/2019 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2018	2		424	Territorial		Tacoma Public Utilities		Gas	Public			2000	98374	False	None	2019-05-31	50	North Pointe	MLS
1422120	12712			159th	St	E		Puyallup	WA	Vacant Go & Show! Please Use First Am T&E Garry Wilson #3194000. *Highly Suggest Pre-Inspections For Strong Offer* Offers Due to LA by 12pm Wed. POF/Pre-Approval Letter w/All Offers. Call Helpful LA With Any Questions. Thank you! Virually Staged.	$3445.00	6022870490	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)	Contemporary	88 - Puyallup	None	2.5	3	Cambria	Good	Built On Lot		Thanx For Showing!!	2.5%		Pierce	$313000.00	From Meridian Head East on Sunrise Blvd E. Turn North on 122nd Ave E. Turn East on Sunrise Pkway E. Turn South on 132nd ave E. Immediate Right on 159th St E. Home will be on your left.	5	5	3/15/2019 7:17:53 AM	Natural Gas	Wood	Conventional	1576	0	Hardwood, Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Security System, Vaulted Ceilings, Walk-in Closet	4/23/2019 8:49:50 PM	4/23/2019 8:49:50 PM			105604	Troy Davenport	(206) 409-5391									3/15/2019 12:00:00 AM	1434	John L. Scott Westwood	(206) 938-5572	$299950.00	Cul-de-sac, Dead End Street, Paved Street, Sidewalk			49	5316	Fruit Trees, Garden Space, Level				Thomas Brothers	E	4	835	Gorgeous 3 Bed/2.5 Bath in Highly Sought after Sunrise! Featuring Vaulted Ceilings In Entry, Open Concept Kitchen w/SS Appliances & Eat-In Bar. New Gleaming Laminate Hardwoods & Fresh Carpeting Upstairs. Upgraded Lighting w/NEST Tstat. Huge Master En Suite w/Walk-In Closet & Dual Vanities! Newer Interior/Exterior Paint. Professionally Landscaped Yard w/Beautiful Stone Patio. Fully Fenced Yard Backed to Protected Wetlands w/No-Thru Traffic! Enjoy Walking Trails, Parks & Fantastic Puyallup Schools		Mr. Vacant	Vacant	$299950.00	James Ivey	Claire Campbell	Renton, WA	Garage-Attached	3/20/2019 12:00:00 AM	(000) 000-0000			21		Closing	Cash Out, Conventional, FHA, State Bond, VA	PSE	True	Residential	True	Composition	Puyallup	4/23/2019 12:00:00 AM	24191	Ramon H. Gutierrez		3647	John L. Scott - KMS Kent	(253) 852-9200	$313000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, See Remarks, Vacant		Cable TV, Deck, Fenced-Partially, Gas Available, High Speed Internet, Patio	Realist	1576	4/23/2019 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2018	2		0	Territorial	https://tours.virtuance.com/1250870?idx=1	Pierce County	Garage	Gas	Public			2000	98374	False	None	2019-04-23	53	North Pointe	MLS
1266784	12817			159th	St	E		Puyallup	WA	Multiple offers.  Please submit offer by 5pm Monday 4/2.  Please use Rhea Toles at Ticor Title-253-904-1071.  Keybox on front door.  Vacant-Go and show.	$3117.00	602287-057-0	Dishwasher(s), Dryer(s), Range/Oven, Refrigerator(s), Washer(s)	Traditional	88 - Puyallup	None	2.5	4		Average	Built On Lot			2.5		Pierce	$308000.00	South on Meridian (161).  Left (east) on 144th.  Right (south) on 122nd Ave E.  Left (east) Sunrise Parkway E.  Right on 130th Ave E.  Right on 158th St Ct E.  Right on 159th St E.  First right.	3	3	3/31/2018 9:05:45 AM	Natural Gas	Cement Planked, Wood Products	Conventional	1646	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Walk-in Closet	5/2/2018 4:14:40 PM	5/2/2018 4:14:40 PM			97494	Erik Barrett	(253) 686-5276									3/31/2018 12:00:00 AM	905	John L. Scott, Inc.	(253) 841-7000	$279000.00	Cul-de-sac, Sidewalk				4346	Level								Welcome to Cambria in Puyallup's desirable Sunrise development.  Move-in ready- 1646 sf, 4 bedroom, 2.5 bath, built in 2000.  Gorgeous new flooring on main floor and freshly painted interior. Master features walk in closet and en suite bath.  Lovely gas fireplace and large entertaining deck.  Open concept kitchen, dining and living on main floor.  Easy maintenance yard in cul-de-sac. Puyallup School District.  Fantastic walking neighborhood with parks and close to shopping.  All appliances stay.		Vacant	Vacant	$279000.00	John A Edwards	Karen F Edwards	Corvallis, OR	Garage-Attached	4/3/2018 12:00:00 AM	(000) 000-0000			22		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	5/2/2018 12:00:00 AM	51186	Josh Barnard	(253) 677-5765	944	Home Team Northwest	(253) 435-1515 x2954	$308000.00	False	Pierce County	Available	True	True	MLS Keybox, Vacant		Deck, Fenced-Partially, Gas Available	County	1646	5/2/2018 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2017	2		0			Tacoma Water	garage	gas	Public			2000	98374	False	None	2018-05-02	53	Cambria	MLS
1475329	13001			159th	St	E		Puyallup	WA	Seller painting deck this week. Title open with WFG (Carol Robson). Friendly Pet in home. Must have Appointment to put pet in garage. Seller must have Close Plus 2 days.	$3485.00	602287-084-0	Dishwasher(s), Range/Oven, Refrigerator(s)		88 - Puyallup	None	2.25	4		Good	Built On Lot			2.5		Pierce	$307000.00	S. on Meridian, East on 152nd to R on 122nd and L on Sunrise Pkwy, R on 130th to a R on 158th,L on 129th, L on 159th to home.	22	22	6/25/2019 5:29:43 AM	Natural Gas	Cement Planked	Cash	1646	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	8/15/2019 9:29:10 PM	8/15/2019 9:29:10 PM			93637	Karen Eversull	(253) 226-0173									6/25/2019 12:00:00 AM	4317	Better Properties N. Proctor	(253) 761-8888	$317000.00	Curbs, Paved Street, Sidewalk				6054	Garden Space, Level								This 4 bedroom 2.5 bath home, in the Highly Desired Community of Sunrise, is ready for you to call Home! This Home features surround sound in living room & wired in Master, LED lighting, hardwood floors in the entry and kitchen, custom staircase, marble/gas fireplace in living area, open kitchen with gas cooking and much more. Fully fenced yard with a large deck for relaxing or entertaining. Extra graveled area on side of home/driveway. Come see all Sunrise has to offer - Community park.		Dan	Owner	$319000.00	Daniel G Bern		Puyallup, WA	Garage-Attached	7/17/2019 12:00:00 AM	(253) 355-4445			25		Closing, See Remarks	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	8/15/2019 12:00:00 AM	65186	Rick A. Gienger		4434	Harvest Realty, Inc	(253) 380-0996	$307000.00	False	Pierce Co	Sewer Connected	True	True	Appointment, MLS Keybox, Owner-Call First, Pet in House, See Remarks		Cable TV, Deck, Fenced-Fully, Gas Available, High Speed Internet, Outbuildings	PC Assessor	1646	8/15/2019 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2019	2		0			TPU	Garage	Gas	Public			2000	98374	False	None	2019-08-15	52		MLS
1487290	12920			159th	St	E		Puyallup	WA	MULTIPLE OFFERS RECEIVED REVIEWING 12/29/19. WFG T/E, buyer financing failed. VACANT SHOW ANYTIME . Security drive byS inc.in HOAs.	$3274.00	6022870300	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	3		Good	Built On Lot	True		2.5		Pierce	$306000.00	From Meridian going South, Left 128th St E, R Military Rd E, L sunrise, R 132nd Ave-Home on Left	103	103	7/12/2019 8:23:21 AM	Natural Gas	Cement Planked, Cement/Concrete, Wood Products	FHA	1576	1	Laminate, Vinyl, Wall to Wall Carpet	Concrete Block, Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Walk-in Pantry, Walk-in Closet	2/5/2020 4:58:45 PM	2/5/2020 4:58:45 PM			95926	Angela Call	(206) 786-2064									7/12/2019 12:00:00 AM	3310	Berkshire Hathaway HS NW	(253) 854-9400	$299999.00	Cul-de-sac, Curbs, Paved Street, Sidewalk				3807	Brush, Wooded								Charming 3bed/2.5ba home in the Sunrise community! Features vaulted entry, open floor plan with cozy fireplace and a large master suite. Enjoy the private, low maintenance back yard that backs up to a protected greenbelt while bbqing on your ample deck. Community offers miles of walking trails for the nature lover yet close by to shops/stores for the city life.		Vacant	Owner	$314999.00	Cheyanne	Zach	Puyallup	Garage-Attached	12/29/2019 12:00:00 AM	(000) 000-0000			12		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	2/5/2020 12:00:00 AM	111757	Amy Turner	(253) 314-9763	5194	Fresh Look Real Estate	(206) 966-4404	$306000.00	False	Pierce County	Available	True	True	Appointment, MLS Keybox		Cable TV, Deck, Fenced-Partially, Gas Available, High Speed Internet	PCR	1576	2/5/2020 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2019	2		0			City			Public			2000	98374	False	None	2020-02-05	53		MLS
1239237	12918			158th	St Ct	E		Puyallup	WA	Please call LA before showing thank you	$3409.00	6022870710	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	4			Built On Lot			2.5		Pierce	$306000.00	Head south on Meridian, East on 152nd St E, South on 122nd Ave E, East on Sunrise Parkway E, Right on 130th Ave E, Right on 158th St Ct E, left into loop home on right	9	9	1/29/2018 7:10:57 PM	Electric, Natural Gas	Cement Planked, Wood	Conventional	0	0	Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Walk-in Closet	3/9/2018 4:53:11 PM	3/9/2018 4:53:11 PM			34566	Steven Dawson	(253) 232-9001									1/29/2018 12:00:00 AM	2806	RE/MAX Extra Inc.	(253) 891-9000	$306000.00	Cul-de-sac, Curbs, Paved Street				5408	Level				Thomas Brothers				Welcome home to this 1880 sq foot home in North Pointe located in Sunrise community. Inviting floor plan with 4 bedrooms, 2.5 bath, large master with walk in closet and private bath, open style kitchen with island opens up to large back yard that is fully fenced and enjoy the custom Trex deck. Freshly painted exterior. Newly replaced hot water tank. Enjoy the community clubhouse and tennis courts. Close to schools, JBLM, shopping, meridian and more! Make an appointment to view this home today.		Vacant	Vacant	$306000.00	Cathleen Weaver		CA	Garage-Attached	2/7/2018 12:00:00 AM	(253) 232-9001			25		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	3/9/2018 12:00:00 AM	84801	Richard Shoopman	(253) 224-4159	830	Your Choice Real Estate NW	(888) 265-6769	$306000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, See Remarks, Vacant		Cable TV, Deck, Fenced-Fully, Gas Available	Pierce County	1880	3/9/2018 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2017	2		0			City of Tacoma	garage	gas	Public			2001	98374	False	None	2018-03-09	53		MLS
1526343	12720			159th	St	E		Puyallup	WA	"FATCO-teamjes Sumner-to avoid counter-vacant home BUYER FINANCING FAILED.  PLEASE Show!"	$3222.00	602287-046-0	Dishwasher(s), Dryer(s), Microwave(s), Range/Oven, Refrigerator(s), Washer(s)	Craftsman	88 - Puyallup	None	2	3			Built On Lot	True		2.5		Pierce	$305000.00	South on Meridian-left(East) @156th-Right@122nd-left@sunrise -Right @132nd -follow around will become 159th	65	65	10/12/2019 6:34:57 AM	Electric	Cement/Concrete	VA	1259	1	Vinyl, Wall to Wall Carpet	Poured Concrete	Central A/C, Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Dining Room, Walk-in Closet	2/3/2020 7:52:32 AM	2/3/2020 7:52:32 AM			102479	Juli Falsetta	(253) 888-5286	41760	Richard Heaton	(253) 209-0700	2239	FirstPoint Real Estate LLC	(253) 299-2088			10/5/2019 12:00:00 AM	2239	FirstPoint Real Estate LLC	(253) 299-2088	$305000.00	Curbs, Dead End Street, Paved Street, Sidewalk				5327	Level								Great price reduction to $305,000 will not last hurry.....one of the best priced ramblers in Puyallup....  Buyer Financing Failed. Charming 3 bedroom, 2 full bath rambler is located in the highly sought out development of Sunrise! Open concept in living room, dining and kitchen. Low maintenance yard, 2 car garage with AC! Location is excellent and close to all amenities in town. All appliances are included for that first time home buyer or downsizer!		Vacant	Vacant	$315000.00	Tim Reavis		Renton WA	Garage-Attached	1/5/2020 12:00:00 AM	(000) 000-0000			14		Closing	Cash Out, Conventional, FHA, USDA, VA	PSE	True	Residential	True	Composition	Puyallup	1/29/2020 12:00:00 AM	124729	NatalieElise Baeta	(253) 835-4500	9861	Keller Williams Realty PS	(253) 835-4500	$305000.00	False	Pierce County	Sewer Connected	True	True	MLS Keybox, See Remarks, Vacant		Cable TV, Fenced-Partially, Gas Available, High Speed Internet	Public Record	1259	1/29/2020 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2018	2		0			TPU	Garage	Gas	Public			2000	98374	False	None	2020-02-03	53		MLS
1457036	12824			159th	St	E		Puyallup	WA	Please use ShowingTime for appts. Seller prefers 1 hour minimum notice, as small children in the home. Please use Ticor Title & Escrow, # 70111076, Marianne Lisson 253-765-7321.	$3176.00	6022870370	Dishwasher(s), Dryer(s), Microwave(s), Range/Oven, Refrigerator(s), Washer(s)	Traditional	88 - Puyallup	None	2.5	3		Good	Built On Lot			2.5		Pierce	$302500.00	South on Meridian, L on 152nd, R @ light onto 122nd, L into Sunrise Master Community. First right into Cambria neighborhood, R onto 158th ST CT E, R onto 159th ST E, House on left.	4	4	5/16/2019 1:01:20 PM	Natural Gas	Cement Planked, Wood	VA	1394	0	Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Dbl Pane/Storm Windw, Walk-in Pantry, Walk-in Closet	6/26/2019 12:18:26 PM	6/26/2019 12:18:26 PM			63930	Elona J. Livingston	(253) 279-1666									5/16/2019 12:00:00 AM	2090	Better Homes and Gardens RE PC	(253) 435-5500	$293900.00	Dead End Street, Paved Street, Sidewalk				4403	Level								Enjoy this charming, impeccably cared for home located in the desirable Sunrise Community! Nestled up to a beautiful greenbelt, you will experience peace & tranquility from the spacious back yard deck, as well as from the Kitchen and Master Bedrooms. The open floor plan is warm & inviting, with an open concept on the main floor, 3 bedrooms & upstairs laundry, Master w/walk-in closet + 2 linen closets, new laminate flooring & exterior paint. Enjoy all of the Sunrise amenities & Puyallup Schools!		Mr. & Mrs. Ames	Owner	$293900.00	Kyle Ames	Brittany Ames	Puyallup, WA	Garage-Attached	5/20/2019 12:00:00 AM	(253) 441-7697			25		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	6/26/2019 12:00:00 AM	32151	Shane Blondin	(253) 232-6885	9299	RE/MAX Northwest Realtors	(253) 472-2122 x212	$302500.00	False	Pierce County	Sewer Connected	True	True	Appointment, MLS Keybox		Cable TV, Deck, Fenced-Fully, Gas Available, High Speed Internet	Title Report	1394	6/26/2019 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2018	2		0			Tacoma City Water	Garage	Gas	Public			2000	98374	False	None	2019-06-26	54		MLS
1402820	13005			159th	St	E		Puyallup	WA	Please use Chicago Title - Kim Chi, Order #0141660-TR, great starter or investment home.	$3331.00	602287	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s), Washer(s)		88 - Puyallup	None	2.5	3			Built On Lot	True		2.5		Pierce	$299999.00	Meridian South, East on 152nd, S on 122nd to Sunrise Blvd, Right on 130th	16	16	1/18/2019 8:48:42 PM	Electric, Natural Gas	Cement Planked	FHA	1712	1	Hardwood, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Loft, Security System, Walk-in Closet, Wet Bar, Wired for Generator	3/11/2019 5:11:32 PM	3/11/2019 5:11:32 PM			111124	Cori Van Allman	(253) 448-0657									1/18/2019 12:00:00 AM	2735	Best Choice Realty LLC	(206) 886-3986	$299999.00	Paved Street, Sidewalk	39', 102', 39', 99'			3909	Garden Space, Level				Thomas Brothers	F	4	865	Home is located in desirable Sunrise master planned community. Pride of ownership shows. You'll love the higher end appliances including washer & dryer & brand new furnace was just installed at the beginning of the year-2019. Safe private street and $5000 fire safety system. Jack-n-Jill bedrooms & bathroom. Wired for generator. Upstairs features loft space and all bedrooms. Manicured lawn, clean house, excellent Puyallup schools & convenient location. Make an offer today!		David and April	Owner	$299999.00	David Runkel		Puyallup, WA	Garage-Attached, Off Street	2/3/2019 12:00:00 AM	(206) 498-3042			24		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	3/8/2019 12:00:00 AM	39740	Henry A. Jorquera	(253) 227-4602	3586	12 Man Real Estate	(360) 832-2427	$299999.00	False	Pierce County Sewer	Sewer Connected	True	True	Appointment, MLS Keybox, Owner-Call First, Pet in House, See Remarks		Cable TV, Dog Run, Fenced-Fully, Gas Available, High Speed Internet, Patio	Pierce County	1712	3/8/2019 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2018	2		0			Firgrove	Garage		Public			2000	98374	False	None	2019-03-11	50		MLS
1316549	15807			131st	Ave	E		Puyallup	WA	Thank you for showing. Lockbox on the front door.T&E with CW Title- Mallory Argo- #BH-40212663. PUyallup, WA	$3673.00	6022870090	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s)		88 - Puyallup	None	2.5	4			Built On Lot			3%		Pierce	$299900.00	South on Meridian*East on 153nd*So.on 122nd*E on Sunrise Parkway*Right on 130th, Left on 158th*Right on 131st*House on left.	136	136	6/22/2018 1:47:33 PM	Electric	Metal/Vinyl	Conventional	0	1	Laminate, Vinyl, Wall to Wall Carpet	Poured Concrete	Forced Air		Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, High Tech Cabling, Walk-in Pantry, Walk-in Closet	12/7/2018 11:37:25 AM	12/7/2018 11:37:25 AM			105611	Naomi Burke	(253) 531-1010									6/22/2018 12:00:00 AM	136	BCI Properties, LLC	(253) 531-1010	$299900.00	Curbs, Paved Street, Sidewalk				2340	Garden Space, Level								Price Reduced! A must see home! Great 4 bedroom home available in Desired Community of Sunrise. This home has lots of yard space, large back patio for entertaining and a sprinkler system in place. Enter the home into an open space concept with plenty of room inside. Close to shopping and bases. Spacious kitchen that looks into the living room, great for social gatherings.		VACANT	Vacant	$325000.00	Matthew Kozmisnki	Tonya Kozminski	Prospect, PA	Garage-Attached	11/5/2018 12:00:00 AM	(253) 683-0093			19		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	12/6/2018 12:00:00 AM	44327	Marti Reeder		3337	John L. Scott, Inc.	(253) 859-8500	$299900.00	False	Pierce County Sewer	Available, Sewer Connected	True	True	MLS Keybox		Cable TV, Fenced-Fully, Gas Available, High Speed Internet, Patio	Pierce County Records	1796	12/6/2018 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2018	2		0			Tacoma Power	Garage	Gas	Public			2000	98374	False	None	2018-12-07			MLS
