Listing Number	Street Number	Street Number Modifier	Street Direction	Street Name	Street Suffix	Street Post Direction	Unit	City	State	Agent Only Remarks	Taxes Annual	APN	Appliances That Stay	Architecture Desc	Area	Basement	Bathrooms	Bedrooms	Builder	Building Condition	Building Information	Bus Line Nearby	BBC Comments	Commission	Contingent Date	County	Current Price	Directions	CDOM	DOM	Entry Date	Energy Source	Exterior	Financing	Finished Sqft	Fireplaces Total	Floor Covering	Foundation	Heating Cooling Type	Inactive Date	Interior Features	Matrix Modified DT	Last Price Change Date	Leased Equipment	Legal Description	Listing Agent ID	Listing Agent Full Name	Listing Agent Cellular	Co Listing Agent ID	Co Listing Agent Full Name	Co Listing Agent Cellular	Co Listing Office ID	Co Listing Office Name	Co Listing Office Phone	Co Selling Office Name	Co Selling Office Phone	Listing Date	Listing Office ID	Listing Office Name	Listing Office Phone	Listing Price	Lot Details	Lot Dimensions	Lot Measurement	Lot Number	Lot SqFt	Lot Topography	Manu. Home Manufacturer	Manu. Home Model No.	Manu. Home Serial No.	Map Book	Map X Coordinate	Map Y Coordinate	Map Page	Marketing Remarks	New Construction State	Occupant Name	Occupant Type	Original Price	Owner Name	Owner Name 2	Owners City State	Parking Type	Pending Date	Phone to Show Number	Photographer Instructions	Picture Provided By	Photo Count	Pool Type	Possession	Potential Terms	Power Company	Preliminary Title Ordered	Property Sub Type	Publish to Internet	Roof	School District	Selling Date	Selling Agent ID	Selling Agent Full Name	Selling Agent Cellular	Selling Office ID	Selling Office Name	Selling Office Phone	Selling Price	Senior Exemption	Sewer Company	Sewer Type	Show Addressto Public	Show Map Link	Showing Information	Showing Instructions	Site Features	Square Footage Source	Square Footage	Contractual Date	Status	Style Code	Subdivision	Tax Year	Parking Covered Total	Total Useable Rooms	Square Footage Unfinished	View	Virtual Tour URL	Water Company	Water Heater Location	Water Heater Type	Water	Waterfront	Waterfront Footage	Year Built	Zip Code	Bank or REO	Third Party Approval Required	Status Change Date	Association Dues	Building Complex Or Project Name	Sale Type 
1950737	12311			176th	St	E	139	Puyallup	WA	Model homes are open Mondays 1pm-6pm and Tue-Sun 10am-6pm. Call or text listing agent to schedule a showing. Builder PSA - No MLS forms. Images are of the actual home. SOC is 2% of base price only. Site Registration Policy #4877.	$.00	6027391390	Dishwasher(s), Microwave(s), Stove(s)/Range(s)	Craftsman	89 - Graham/Frederickson	None	2	3	KB Home	Very Good	Built On Lot	False		2		Pierce	$574333.00	From Meridian head east onto 152nd St E and make a right onto 122nd Ave E. Turn left onto 168th St E and the community will be at the end of the road on the right hand side across from 127th Ave.	97	97	6/12/2022 12:00:00 AM	Electric, Natural Gas	Cement Planked	FHA	1629	1	Vinyl Plank, Wall to Wall Carpet	Poured Concrete	90%+ High Efficiency			2/6/2023 10:30:34 AM	1/28/2023 11:11:43 AM			119267	Brad Ackerman	(253) 686-3810	124066	David O'Neal	(253) 970-4968	6161	KB Home Sales	(425) 589-6155			6/12/2022 12:00:00 AM	6161	KB Home Sales	(425) 589-6155	$559950.00	Curbs			139	5803									"This home is Move in Ready!  This 1629 single story Plan features 3 bedrooms, 2 bath. The main floor has a gourmet kitchen overlooking the spacious great room, gas fireplace, covered patio and kitchen with island. The open layout and 9' ceilings make it feel much larger than it is!  Other features include quartz countertops, stainless steel appliances, our largest walk-in pantry, white painted millwork, and a fenced and fully landscaped yard!  Ready for move in so hurry while it's still available!"	Completed	Vacant	Vacant	$629950.00	KBHPNW, LLC		Bellevue, WA	Garage-Attached	11/25/2022 12:00:00 AM	(253) 686-3810			20		Closing	Cash Out, Conventional, FHA, VA		True	Residential	True	Composition	Puyallup	1/27/2023 12:00:00 AM	139254	Ksenia Shkaruta	(206) 595-8897	1332	Windermere Real Estate Midtown	(206) 957-9441	$574333.00	False		Sewer Connected	True	True	Call Listing Office			Plans	1629	1/27/2023 12:00:00 AM	Sold	10 - 1 Story	Puyallup	2022	2		0		https://my.matterport.com/show/?m=WQGF4uJfQU7&brand=0		Garage	Electric Hybrid Tank	Public			2022	98374	False	None	2023-01-28	60	The Madronas	MLS
1818971	17829			130th	Ave	E	107	Puyallup	WA	Site reg Policy #4701.No MLS Forms. BY APPOINTMENT ONLY. To earn the SOC provided in listing please register client before showing/appointment at this website: http://lennaragentvip.com/SEA/	$.00	6027581070	Dishwasher(s), Garbage Disposal, Microwave(s), Refrigerator(s), Stove(s)/Range(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False		1%		Pierce	$572950.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	0	0	8/3/2021 5:27:07 PM	Natural Gas	Cement Planked	VA	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		High Tech Cabling, Loft, Walk-in Closet	11/29/2021 12:42:40 PM	11/29/2021 12:42:40 PM			36274	Eldy Gjikondi										8/3/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$572950.00	Paved Street			107	5000					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Gar ONE-STORY home with completion of 11/24/21"	Under Construction	VACANT	Owner	$572950.00	Lennar		Federal Way, WA	Garage-Attached	8/3/2021 12:00:00 AM	(253) 278-5487			16		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	11/24/2021 12:00:00 AM	36274	Eldy Gjikondi		3027	Lennar Sales Corp.	(855) 761-9443	$572950.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	11/24/2021 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2021	2		0			Tacoma Public Utilities		Rinai Tankless Hot Water Heater	Public			2021	98374	False	None	2021-11-29	57	Crossings at Sunrise	MLS
1818952	17837			130th	Ave	E	109	Puyallup	WA	Site reg Policy #4701.No MLS Forms. BY APPOINTMENT ONLY. To earn the SOC provided in listing please register client before showing/appointment at this website: http://lennaragentvip.com/SEA/	$.00	6027581090	Dishwasher(s), Garbage Disposal, Microwave(s), Refrigerator(s), Stove(s)/Range(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False		1%		Pierce	$572950.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	0	0	8/3/2021 5:01:00 PM	Natural Gas	Cement Planked	Conventional	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		High Tech Cabling, Loft, Walk-in Closet	11/29/2021 12:44:26 PM	11/29/2021 12:44:26 PM			36274	Eldy Gjikondi										8/3/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$572950.00	Paved Street			109	5000					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Gar ONE-STORY home with completion of 11/22/21"	Under Construction	VACANT	Owner	$572950.00	Lennar		Federal Way, WA	Garage-Attached	8/3/2021 12:00:00 AM	(253) 278-5487			16		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	11/22/2021 12:00:00 AM	42155	Tyler Freed	(206) 963-0424	6093	Windermere Real Estate/PSK Inc	(425) 433-6974	$572950.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	11/22/2021 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2021	2		0			Tacoma Public Utilities		Rinai Tankless Hot Water Heater	Public			2021	98374	False	None	2021-11-29	57	Crossings at Sunrise	MLS
1811379	12866			179th	St	E	119	Puyallup	WA	Site reg Policy #4701.No MLS Forms. BY APPOINTMENT ONLY. To earn the SOC provided in listing please register client before showing/appointment at this website: http://lennaragentvip.com/SEA/	$.00	6027581190	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False		1%		Pierce	$572055.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	25	25	7/20/2021 3:28:45 PM	Natural Gas	Cement Planked	Conventional	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		High Tech Cabling, Loft, Walk-in Closet	11/16/2021 5:25:23 PM	11/16/2021 5:25:23 PM			36274	Eldy Gjikondi										7/20/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$589950.00	Paved Street			119	6423					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Gar ONE-STORY home with completion of 11/10/21"	Under Construction	VACANT	Owner	$589950.00	Lennar		Federal Way, WA	Garage-Attached	8/14/2021 12:00:00 AM	(253) 278-5487			16		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	True	Residential	True	Composition	Puyallup	11/10/2021 12:00:00 AM	5394	Sherri Lynn Goodwin	(253) 332-2022	5022	Coldwell Banker Bain	(425) 391-5600	$572055.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	11/10/2021 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2021	2		0			Tacoma Public Utilities		Rinai Tankless Hot Water Heater	Public			2021	98374	False	None	2021-11-16	57	Crossings at Sunrise	MLS
1759431	12910			179th	St	E		Puyallup	WA	"Site reg Policy #4701.No MLS Forms. See ""Offer Submission Guidelines"" under Supplements Sections for help regarding drafting an offer.  BY APPOINTMENT ONLY. To earn the SOC provided in listing please register client before showing/appointment at this website: http://lennaragentvip.com/SEA/"	$.00	6027581160	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False	Paid on price minus concessions	1%		Pierce	$570000.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	3	3	4/16/2021 4:57:09 PM	Natural Gas	Cement Planked	Conventional	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		High Tech Cabling, Loft, Walk-in Closet	7/11/2021 11:35:31 AM	7/11/2021 11:35:31 AM			36274	Eldy Gjikondi	(253) 278-5487									4/16/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$570000.00	Paved Street			116	6423					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Garage ONE-STORY home with completion of 6/28."	Under Construction	VACANT	Owner	$549950.00	Lennar		Federal Way, WA	Garage-Attached	4/19/2021 12:00:00 AM	(253) 278-5487			15		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	False	Residential	True	Composition	Puyallup	6/28/2021 12:00:00 AM	57659	Erin C Dobrinski	(253) 380-7702	5853	Windermere Prof Prtnr-Puyallup	(253) 446-5266	$570000.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	6/28/2021 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2021	2		0			Tacoma Public Utilities		Rinai Tankless Hot Water Heater	Public			2021	98374	False	None	2021-07-11	57	Crossings at Sunrise	MLS
1972746	18221			133rd	Ave	E	135	Puyallup	WA	Call (425) 275-5343 for a showing appt. Buyers required to apply with affiliated lender Inspire Home Loans. See supplements for contact info. $10,000 Seller Credit & $2500 Lender Credit for rate buy down &/or CC only. Must use Inspire to receive incentives. Reg #4784. Request 1-page Purchase Form from LA	$6000.00	6027721350	Dishwasher(s), Microwave(s), Stove(s)/Range(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Century Communities	Under Construction	Built On Lot		On lesser of adj. base or purchase price	2		Pierce	$569990.00	"From Meridian headed S. Turn Left on Sunrise Blvd. Turn Right on 122nd Av E. Left on 180th St E. The Pines community will be on the left."	24	24	7/21/2022 12:00:00 AM	Electric, Natural Gas	Cement Planked	FHA	1726	1	Ceramic Tile, Vinyl Plank	Poured Concrete	Forced Air, Heat Pump		Bath Off Primary, Dining Room, Walk-in Closet	10/21/2022 10:14:46 AM	10/21/2022 10:14:46 AM			90162	Jason Mendel		14369	Darcy A. Walker	(206) 450-5075	3128	BMC Realty Advisors Inc	(425) 775-8661			7/21/2022 12:00:00 AM	3128	BMC Realty Advisors Inc	(425) 775-8661	$569990.00	Paved Street, Sidewalk			0135	5775									Quick Move-In!!!  Your brand-new home awaits you! Welcome to The Pines at Sunrise in Puyallup. The popular Aurora plan is a single-story home with open concept. It offers ample private and common living space. Toward the front of the home, two generous bedrooms share a full hall bath. A third bedroom—the lavish primary suite—is secluded on the other side of the home and features an en-suite bath and roomy walk-in closet. Additional highlights include a spacious great room that flows into an elegant open dining area—with access to a covered patio—which overlooks a well-appointed kitchen boasting a center island and corner pantry.	Under Construction	Your New Home	Vacant	$599990.00	BMCH Washington LLC		Bothell, WA	Garage-Attached	8/14/2022 12:00:00 AM	(425) 275-5343			29		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	10/18/2022 12:00:00 AM	28734	Addison Granberry		940	Skyline Properties, Inc.	(253) 604-6000	$569990.00	False	Pierce County	Sewer Connected	True	True	Appointment		Cable TV, Patio	Builder	1726	10/18/2022 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2022	2		0			TPU	Garage	Electric	Public			2022	98374	False	None	2022-10-21	59	The Pines	MLS
1869744	12861			179th	St	E	136	Puyallup	WA	0% SOC.  We do not offer a cooperating broker program in this community.	$.00	6027581360	Dishwasher(s), Garbage Disposal, Microwave(s), Refrigerator(s), Stove(s)/Range(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False		0%		Pierce	$564950.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	39	39	12/3/2021 12:00:00 AM	Electric, Natural Gas	Cement Planked	VA	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	90%+ High Efficiency		High Tech Cabling, Loft, Walk-in Closet	3/1/2022 11:26:19 AM	3/1/2022 11:26:19 AM			36274	Eldy Gjikondi										12/3/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$564950.00	Paved Street			136	5000					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Garage ONE-STORY home with completion of 1/14"	Under Construction	VACANT	Owner	$576950.00	Lennar		Federal Way, WA	Garage-Attached	1/11/2022 12:00:00 AM	(253) 278-5487			15		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	False	Residential	True	Composition	Puyallup	2/22/2022 12:00:00 AM	36274	Eldy Gjikondi		3027	Lennar Sales Corp.	(855) 761-9443	$564950.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	2/22/2022 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2021	2		0			Tacoma Public Utilities			Public			2022	98374	False	None	2022-03-01	57	Crossings at Sunrise	MLS
2222081	16510			135th	Ave	E		Puyallup	WA	**MULTIPLE OFFERS RECEIVED, ** Seller to review offers 04/22/24 at 2pm.** Please schedule in Showing Time. T&E with Ticor Title, Rhiannon Carr, 253-620-1385 teamup@ticortitle.com.	$4515.00	602237-003-0	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Refrigerator(s), Stove(s)/Range(s), Washer(s)	Craftsman	88 - Puyallup	None	2.5	3		Very Good	Built On Lot			3		Pierce	$562500.00	Sunrise Pkwy E to 166th ST E, turn left onto 135th Ave E, home on your left.	4	4	4/18/2024 12:00:00 AM	Electric, Natural Gas	Wood, Wood Products	Conventional	1846	2	Ceramic Tile, Engineered Hardwood, Hardwood, Stone	Poured Concrete			Bath Off Primary, Ceiling Fan(s), Dining Room, Vaulted Ceilings, Walk-in Closet	5/20/2024 9:08:19 AM	5/20/2024 9:08:19 AM			128976	Lavita Lester-Brinkley	(253) 861-8855									4/18/2024 12:00:00 AM	7204	Windermere Abode Lakewood	(253) 844-4289	$549000.00	Cul-de-sac, Curbs, Paved Street, Sidewalk				6098	Garden Space, Level								Welcome to the highly sought after Sunrise community of Puyallup, where you will find this three bedroom home with two full bathrooms and a convenient half bath on the main floor. This well thought out floorplan offers flexible choices for dining and entertaining. You will find an office and formal living room along with an open concept great room featuring a cozy fireplace and easy access to the kitchen and dining areas.  The spacious primary bedroom with a walk-in closet and full bathroom features vaulted ceilings. Laundry conveniently nestled between upstairs bedrooms. The backyard is filled with mature landscaping and an inviting gathering space. Enjoy the mountain views and convenience of Puyallup living.		Vacant	Vacant	$549000.00	Jeffrey M Baker		Puyallup, WA	Driveway Parking, Garage-Attached	4/22/2024 12:00:00 AM	(253) 861-8855			26		Closing	Cash Out, Conventional, FHA, VA	PSE	True	Residential	True	Composition	Puyallup	5/14/2024 12:00:00 AM	103338	Melinda Dammel	(206) 501-1691	5607	Redfin	(253) 201-3130	$562500.00	False	TPU	Sewer Connected	True	True	Appointment, MLS Keybox, ShowingTime, Vacant		Cable TV, Fenced-Partially, Patio, Sprinkler System	Public Records	1846	5/14/2024 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2024	2		0	Mountain, Territorial	https://player.vimeo.com/video/936729742	TPU	Garage	Gas	Public			1998	98374	False	None	2024-05-20	62		MLS
2194370	16527			135th	Av Ct	E		Puyallup	WA	Title and escrow are set up with Ann Smith, First American  teamannsmith@firstam.com  Agent related to seller.	$4804.00	602198-034-0	Dishwasher(s), Dryer(s), Garbage Disposal, Microwave(s), Refrigerator(s), Washer(s), Stove(s)/Range(s)		88 - Puyallup		2	3			Built On Lot			2.5		Pierce	$560000.00	Sunrise Parkway to East on 166th, left on 135th Ave Ct E. Home on the corner.	40	40	1/25/2024 12:00:00 AM	Electric, Natural Gas	Cement Planked	Conventional	1789	0	Ceramic Tile, Hardwood, Wall to Wall Carpet	Poured Concrete			Bath Off Primary, Ceiling Fan(s), Dbl Pane/Storm Windw, Dining Room, Skylights, Vaulted Ceilings, Walk-in Pantry, Walk-in Closet	4/5/2024 11:23:44 AM	4/5/2024 11:23:44 AM			87469	Bethany Fox	(253) 223-7175									1/25/2024 12:00:00 AM	9239	Gateway Real Estate	(253) 904-1500	$579000.00	Corner Lot, Cul-de-sac, Curbs, Paved Street				7637									BEAUTIFUL SUNRISE RAMBLER! With soaring ceilings and open spaces, this light filled home has been updated and meticulously maintained by the original owners, featuring large kitchen with slab granite counters and newer stainless appliances, solid hardwood floors, spacious primary suite opening onto the back deck, updated bathrooms, newer furnace and water heater, central AC, new garbage disposal, redone crawl space and fresh interior paint throughout. Located on a spacious corner lot, the adorable back yard features Trex decking for summer entertaining and garden space with fruit trees. Highly desirable neighborhood with club house, walking trails and parks.		Vacant	Vacant	$599950.00	Betty L Fox		Puyallup WA	Garage-Attached	3/5/2024 12:00:00 AM	(000) 000-0000			30		Closing	Cash Out, Conventional, FHA, VA		True	Residential	True	Composition	Puyallup	4/5/2024 12:00:00 AM	96374	Rick Simpson	(253) 861-9813	404	John L. Scott/Yelm	(360) 458-4200	$560000.00	False		Sewer Connected	True	True	Appointment, MLS Keybox, ShowingTime, Vacant		Cable TV, Deck, Fenced-Fully, Gas Available, Outbuildings	Realist	1789	4/5/2024 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2023	2		0						Public			1998	98374	False	None	2024-04-05	62		MLS
1762738	17845			130th	Ave	E		Puyallup	WA	Site reg Policy #4701.No MLS Forms. BY APPOINTMENT ONLY. To earn the SOC provided in listing please register client before showing/appointment at this website: http://lennaragentvip.com/SEA/	$.00	6027581110	Dishwasher(s), Garbage Disposal, Microwave(s), Range/Oven, Refrigerator(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False	Paid on price minus concessions	1%		Pierce	$559950.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	2	2	4/23/2021 11:15:31 AM	Natural Gas	Cement Planked	Conventional	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	Forced Air		High Tech Cabling, Loft, Walk-in Closet	8/14/2021 1:45:36 PM	8/14/2021 1:45:36 PM			36274	Eldy Gjikondi	(253) 278-5487									4/23/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$559950.00	Paved Street			111	5419					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Garage ONE-STORY home with completion of 8/10"	Under Construction	VACANT	Owner	$559950.00	Lennar		Federal Way, WA	Garage-Attached	4/25/2021 12:00:00 AM	(253) 278-5487			15		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	False	Residential	True	Composition	Puyallup	8/13/2021 12:00:00 AM	90587	Renee E. Gray	(253) 318-6441	1085	Coldwell Banker Danforth	(800) 945-4110	$559950.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	8/13/2021 12:00:00 AM	Sold	10 - 1 Story	Sunrise	2021	2		0			Tacoma Public Utilities		Rinai Tankless Hot Water Heater	Public			2021	98374	False	None	2021-08-14	57	Crossings at Sunrise	MLS
1792472	12858			179th	St	E	121	Puyallup	WA	Site reg Policy #4701.No MLS Forms. BY APPOINTMENT ONLY. To earn the SOC provided in listing please register client before showing/appointment at this website: http://lennaragentvip.com/SEA/	$.00	6027581210	Dishwasher(s), Garbage Disposal, Microwave(s), Refrigerator(s), Stove(s)/Range(s)	Contemporary	89 - Graham/Frederickson	None	2	3	Lennar	Very Good	Built On Lot	False		1%		Pierce	$559950.00	From Sunrise BLVD heading East make a right onto 130th Ave E.  Community to your right.	98	98	6/15/2021 3:54:50 PM	Electric, Natural Gas	Cement Planked	VA	1669	1	Laminate, Wall to Wall Carpet	Poured Concrete	90%+ High Efficiency		High Tech Cabling, Loft, Walk-in Closet	11/30/2021 2:38:44 PM	11/30/2021 2:38:44 PM			36274	Eldy Gjikondi	(253) 278-5487									6/15/2021 12:00:00 AM	3027	Lennar Sales Corp.	(855) 761-9443	$569950.00	Paved Street			121	6439					Thomas Brothers	E	6	865	"The Crossings at Sunrise!!!  This new Lennar community features 9 unique floorplans ranging from 1,669 square feet all the way to 3,184 square feet! With 180 homes in total, there will be something for everyone in this vast community - including two Rambler home designs, and a Next Gen home design. Not to mention, every new Lennar home in The Crossings will come with all Lennar's ideal Everything's Included features at no additional cost to you. This includes things like stainless steel kitchen appliances, window blinds, landscaping, a full fenced back yard, and the very latest in Home Automation tech in your WiFi immersed home! Pictures representative only The Hamilton is a 3 Bedroom, 2 Car Garage ONE-STORY home with completion of 11/8"	Under Construction	VACANT	Owner	$589950.00	Lennar		Federal Way, WA	Garage-Attached	10/25/2021 12:00:00 AM	(253) 278-5487			15		Closing	Cash Out, Conventional, FHA, VA	Puget Sound Energy	False	Residential	True	Composition	Puyallup	11/22/2021 12:00:00 AM	36274	Eldy Gjikondi		3027	Lennar Sales Corp.	(855) 761-9443	$559950.00	False	Pierce County Public Works	Sewer Connected	True	True	Appointment		Cable TV, Fenced-Fully, Gas Available, High Speed Internet	Builder Floor Plan	1669	11/22/2021 12:00:00 AM	Sold	12 - 2 Story	Sunrise	2021	2		0			Tacoma Public Utilities			Public			2021	98374	False	None	2021-11-30	57	Crossings at Sunrise	MLS
